entity_id,npi,me_number,dea_number,first_name,middle_name,last_name,suffix,credential,specialty_code,specialty_name,state_license,license_state,practice_zip5,practice_address1,practice_city,practice_state,phone,is_active,retired_date,relocated_date,volume_latent,do_not_contact,sample_eligible
HCP000963,0855168254,07907575901,BP0174730,TIMOTHY,J,SANDERS,,DO,208000000X,Pediatrics,AZ892253,AZ,91141,1963 MEDICAL PLZ,SYNTH CITY 13,AZ,5552646691,True,,,22.496200582364562,False,True
HCP000964,2108990583,41132905504,RA1108028,JAMES,M,MORGAN,,DO,207Q00000X,Family Medicine,CO261084,CO,91148,1964 MEDICAL PLZ,SYNTH CITY 14,CO,5552731923,True,,,29.290972143474953,False,True
HCP000965,9359264733,47031103275,PR7493819,KRISTA,R,SALAZAR,,DO,207RX0202X,Medical Oncology,TX306413,TX,91155,1965 MEDICAL PLZ,SYNTH CITY 15,TX,5553964644,True,,,0.2765085354022176,False,True
HCP000966,6733337839,79052282319,RR2196207,DANA,J,LEVINE,SR,DO,207R00000X,Internal Medicine,FL517661,FL,91162,1966 MEDICAL PLZ,SYNTH CITY 16,FL,5554322930,True,,,7.069808383764477,False,True
HCP000967,1752173199,94112310983,MA9812303,DIANE,K,ZUNIGA,III,DO,207RR0500X,Rheumatology,GA849177,GA,91169,1967 MEDICAL PLZ,SYNTH CITY 17,GA,5558835444,True,,,3.8389495884025795,False,True
HCP000968,5621555874,07105931186,GR1632998,BRITTANY,C,PETERSEN,,DO,207RC0000X,Cardiovascular Disease,NY441860,NY,91176,1968 MEDICAL PLZ,SYNTH CITY 18,NY,5552743675,True,,,57.07895920484476,False,True
HCP000969,5620857537,83015282424,MP7543978,JAMES,D,ROBINSON,,DO,208000000X,Pediatrics,NJ514405,NJ,91183,1969 MEDICAL PLZ,SYNTH CITY 19,NJ,5553832545,True,,,4.134587683532863,False,True
HCP000970,9199738284,36286270310,PB6089346,GINA,H,OLSEN,III,PA,207Q00000X,Family Medicine,MA538066,MA,91190,1970 MEDICAL PLZ,SYNTH CITY 20,MA,5555990432,True,,,5.301306648244215,False,True
HCP000971,3070580170,86552508533,FG1613859,JESUS,B,CLARK,,NP,207RX0202X,Medical Oncology,PA553936,PA,91197,1971 MEDICAL PLZ,SYNTH CITY 21,PA,5554150868,True,,,5.023444220488163,False,True
HCP000972,0859008373,45102199043,AM8696597,DONNA,L,MURPHY,,MD,207R00000X,Internal Medicine,IL761203,IL,91204,1972 MEDICAL PLZ,SYNTH CITY 22,IL,5557736661,True,,,8.844626018888848,False,True
HCP000973,4722033907,74497122686,FP7057621,CARRIE,J,FOSTER,,PA,207RR0500X,Rheumatology,OH659579,OH,91211,1973 MEDICAL PLZ,SYNTH CITY 23,OH,5558521715,True,,,2.219196763312304,False,True
HCP000974,0864577578,39385234136,RR3738946,BRIDGET,G,MILLER,,MD,207RC0000X,Cardiovascular Disease,MI663414,MI,91218,1974 MEDICAL PLZ,SYNTH CITY 24,MI,5552611542,True,,,21.963810339367512,False,True
HCP000975,7765589057,47412079379,FR0617083,TAYLOR,S,ROBINSON,,PA,208000000X,Pediatrics,MN244524,MN,91225,1975 MEDICAL PLZ,SYNTH CITY 25,MN,5553790385,True,,,6.66509942284037,False,True
HCP000976,6483435254,78064622214,RP1500637,CATHERINE,L,RAMOS,,NP,207Q00000X,Family Medicine,CA286173,CA,91232,1976 MEDICAL PLZ,SYNTH CITY 26,CA,5551523418,True,,,4.167667751961348,False,True
HCP000977,7676387856,67821158900,MB4005684,ERIC,F,MARTINEZ,,DO,207RX0202X,Medical Oncology,OR287768,OR,91239,1977 MEDICAL PLZ,SYNTH CITY 27,OR,5558428760,True,,,244.55569956210496,False,True
HCP000978,0362341998,43184663398,GG0208912,JENNIFER,J,MARSHALL,,DO,207R00000X,Internal Medicine,WA139203,WA,91246,1978 MEDICAL PLZ,SYNTH CITY 28,WA,5556272676,True,,,0.988047850310289,False,True
HCP000979,1602187357,61799142633,AG5537613,ALLISON,D,MARTIN,,DO,207RR0500X,Rheumatology,AZ885336,AZ,91253,1979 MEDICAL PLZ,SYNTH CITY 29,AZ,5554975782,True,,,15.201381228108527,False,True
HCP000980,4527066722,17242754064,AB7747762,SANDRA,A,BLAKE,,DO,207RC0000X,Cardiovascular Disease,CO694074,CO,91260,1980 MEDICAL PLZ,SYNTH CITY 30,CO,5558447156,True,,,55.79502257531679,False,True
HCP000981,0152334641,89474873385,MM1292838,EVELYN,B,LAMBERT,,NP,208000000X,Pediatrics,TX957405,TX,91267,1981 MEDICAL PLZ,SYNTH CITY 31,TX,5552873509,True,,,16.559669893034197,False,True
HCP000982,9889586100,08229935568,AG2757978,JULIAN,M,PERKINS,,PA,207Q00000X,Family Medicine,FL402620,FL,91274,1982 MEDICAL PLZ,SYNTH CITY 32,FL,5554272005,True,,,40.88189848666557,False,True
HCP000983,4684324419,99241642296,BA0270206,MELISSA,R,CRAWFORD,,PA,207RX0202X,Medical Oncology,GA719627,GA,91281,1983 MEDICAL PLZ,SYNTH CITY 33,GA,5557874998,True,,,8.863076766581992,False,True
HCP000984,0824770693,37154649920,GM7550733,CORY,C,DAVIS,,DO,207R00000X,Internal Medicine,NY443067,NY,91288,1984 MEDICAL PLZ,SYNTH CITY 34,NY,5553101104,True,,,9.163644116910255,False,True
HCP000985,8848218664,99140312828,RG5368816,TAYLOR,J,HENRY,,MD,207RR0500X,Rheumatology,NJ595000,NJ,91295,1985 MEDICAL PLZ,SYNTH CITY 35,NJ,5558661932,True,,,10.728162751722698,False,True
HCP000986,0761635834,90129238381,AA1606520,BRITTANY,J,RAMIREZ,,MD,207RC0000X,Cardiovascular Disease,MA937880,MA,91302,1986 MEDICAL PLZ,SYNTH CITY 36,MA,5554918661,True,,,5.84689476664502,False,True
HCP000987,4829636669,83924558502,MP6720957,JOY,C,WALLACE,,PA,208000000X,Pediatrics,PA429667,PA,91309,1987 MEDICAL PLZ,SYNTH CITY 37,PA,5556633138,True,,,5.143257160123764,False,True
HCP000988,0198676906,05946586423,AB5040160,BENJAMIN,J,PEREZ,SR,MD,207Q00000X,Family Medicine,IL200981,IL,91316,1988 MEDICAL PLZ,SYNTH CITY 38,IL,5551725036,True,,,13.801676508150074,False,True
HCP000989,6874957973,69720744910,PR8886937,TODD,T,HOGAN,,DO,207RX0202X,Medical Oncology,OH944824,OH,91323,1989 MEDICAL PLZ,SYNTH CITY 39,OH,5554925364,True,,,14.928522907107368,False,True
HCP000990,2650608005,76190376779,GP1102184,THERESA,E,EWING,,DO,207R00000X,Internal Medicine,MI613468,MI,91330,1990 MEDICAL PLZ,SYNTH CITY 40,MI,5551031765,True,,,4.919150468763356,False,True
HCP000991,7678757270,09461380168,GA1825930,BRENT,A,MAXWELL,,NP,207RR0500X,Rheumatology,MN911843,MN,91337,1991 MEDICAL PLZ,SYNTH CITY 41,MN,5557982031,True,,,3.6380280197030506,False,True
HCP000992,6667216918,49450934687,PA0896933,MATTHEW,S,PARKS,,NP,207RC0000X,Cardiovascular Disease,CA302173,CA,91344,1992 MEDICAL PLZ,SYNTH CITY 42,CA,5559993026,True,,,4.529192846855472,False,True
HCP000993,0206149847,62805753447,RP3148630,ANTHONY,C,JOHNSON,,NP,208000000X,Pediatrics,OR506557,OR,91351,1993 MEDICAL PLZ,SYNTH CITY 43,OR,5554004977,True,,,20.700876225598105,False,True
HCP000994,1563947930,77909112101,GF3193412,STEPHEN,J,BUTLER,,MD,207Q00000X,Family Medicine,WA562493,WA,91358,1994 MEDICAL PLZ,SYNTH CITY 44,WA,5555897744,True,,,40.41459646619488,False,True
HCP000995,0542698168,47569194140,GG3468305,KATHY,M,FOSTER,,MD,207RX0202X,Medical Oncology,AZ911589,AZ,91365,1995 MEDICAL PLZ,SYNTH CITY 45,AZ,5554773614,True,,,105.3576889051135,False,True
HCP000996,3332849876,54392827288,PR5850406,SHARON,L,FRANK,,PA,207R00000X,Internal Medicine,CO765692,CO,91372,1996 MEDICAL PLZ,SYNTH CITY 46,CO,5554024379,True,,,1.7077289942817957,False,True
HCP000997,5426683202,73327227571,RB1134066,JOSHUA,P,AGUILAR,JR,MD,207RR0500X,Rheumatology,TX494339,TX,91379,1997 MEDICAL PLZ,SYNTH CITY 47,TX,5556282819,True,,,19.890084088111095,False,True
HCP000998,5678933230,59044325076,PP8185198,ROBERT,C,WOLFE,,DO,207RC0000X,Cardiovascular Disease,FL502374,FL,91386,1998 MEDICAL PLZ,SYNTH CITY 48,FL,5552458923,True,,,25.53945529153352,False,True
HCP000999,2399622077,64914219611,FP1713513,STEPHEN,J,ROBERTSON,JR,MD,208000000X,Pediatrics,GA773645,GA,91393,1999 MEDICAL PLZ,SYNTH CITY 49,GA,5551338925,True,,,12.483517282682758,False,True
HCP001000,3740132535,71992209000,FR1567696,RICKY,T,GRANT,,PA,207Q00000X,Family Medicine,CA763456,CA,90000,2000 MEDICAL PLZ,SYNTH CITY 0,CA,5558882932,True,,,10.47742098062811,False,True
HCP001001,3509374492,87693115388,BR6221401,TIMOTHY,R,RAY,,PA,207RX0202X,Medical Oncology,OR392211,OR,90007,2001 MEDICAL PLZ,SYNTH CITY 1,OR,5556004901,True,,,1.521191594712439,False,True
HCP001002,6965927208,22027121375,BF6448827,KYLE,T,REYES,,PA,207R00000X,Internal Medicine,WA755186,WA,90014,2002 MEDICAL PLZ,SYNTH CITY 2,WA,5552682528,True,,,1.9485187966870545,False,True
HCP001003,4427912637,09620733527,FM5160736,DANIEL,R,BLACK,,MD,207RR0500X,Rheumatology,AZ325830,AZ,90021,2003 MEDICAL PLZ,SYNTH CITY 3,AZ,5554082361,True,,,38.35187909373071,False,True
HCP001004,0042823282,71128431157,GM2988660,LISA,J,SMITH,,MD,207RC0000X,Cardiovascular Disease,CO629174,CO,90028,2004 MEDICAL PLZ,SYNTH CITY 4,CO,5552069098,True,,,7.581538355480798,False,True
HCP001005,5078054124,87484918186,GR6678285,MARIA,M,CHAPMAN,,MD,208000000X,Pediatrics,TX902429,TX,90035,2005 MEDICAL PLZ,SYNTH CITY 5,TX,5557948832,True,,,23.15383449642887,False,True
HCP001006,0779592472,70836192973,FR5662104,LOGAN,B,WOOD,,NP,207Q00000X,Family Medicine,FL449835,FL,90042,2006 MEDICAL PLZ,SYNTH CITY 6,FL,5553082407,True,,,10.831671144508686,False,True
HCP001007,4171066614,63481728154,GF0856556,MONICA,A,MIRANDA,,MD,207RX0202X,Medical Oncology,GA585970,GA,90049,2007 MEDICAL PLZ,SYNTH CITY 7,GA,5552674719,True,,,1.6197193553053886,False,True
HCP001008,4931563579,12529647905,FP3378167,LISA,M,HENRY,,PA,207R00000X,Internal Medicine,NY858635,NY,90056,2008 MEDICAL PLZ,SYNTH CITY 8,NY,5552749781,True,,,14.29927999017736,False,True
HCP001009,9170835216,10590254193,MG5938230,ANDREW,E,JOHNSON,,NP,207RR0500X,Rheumatology,NJ487090,NJ,90063,2009 MEDICAL PLZ,SYNTH CITY 9,NJ,5554208600,True,,,40.68482893468367,False,True
HCP001010,2683479747,43081222493,PP7677650,RYAN,K,BRYANT,,DO,207RC0000X,Cardiovascular Disease,MA324029,MA,90070,2010 MEDICAL PLZ,SYNTH CITY 10,MA,5556347906,True,,,42.18228942289317,False,True
HCP001011,2043784943,18796522335,RA6742489,MARK,D,HORNE,,NP,208000000X,Pediatrics,PA709257,PA,90077,2011 MEDICAL PLZ,SYNTH CITY 11,PA,5557906249,True,,,4.589783170251727,False,True
HCP001012,6597187304,74032092584,FP6081700,KRISTINA,N,CASTILLO,,MD,207Q00000X,Family Medicine,IL641422,IL,90084,2012 MEDICAL PLZ,SYNTH CITY 12,IL,5553526145,True,,,76.06575941189769,False,True
HCP001013,0951156047,23486386069,RA8916708,REBECCA,J,SWANSON,,DO,207RX0202X,Medical Oncology,OH555063,OH,90091,2013 MEDICAL PLZ,SYNTH CITY 13,OH,5558187150,True,,,1.7436118137311052,False,True
HCP001014,0309428692,82035567852,GR8957407,SAMANTHA,C,PALMER,,MD,207R00000X,Internal Medicine,MI123050,MI,90098,2014 MEDICAL PLZ,SYNTH CITY 14,MI,5557605537,True,,,74.58232386672805,False,True
HCP001015,7077268887,72029575349,FF8399060,ANTONIO,J,MARTINEZ,,PA,207RR0500X,Rheumatology,MN792410,MN,90105,2015 MEDICAL PLZ,SYNTH CITY 15,MN,5555828034,True,,,0.6082461305604732,False,True
HCP001016,8525858055,03794410447,RA1537344,JESUS,A,MARSHALL,,NP,207RC0000X,Cardiovascular Disease,CA405047,CA,90112,2016 MEDICAL PLZ,SYNTH CITY 16,CA,5552915318,True,,,217.6681074640786,False,True
HCP001017,7393609673,42067655957,FA3766728,LISA,W,COOPER,,NP,208000000X,Pediatrics,OR871959,OR,90119,2017 MEDICAL PLZ,SYNTH CITY 17,OR,5552504749,True,,,3.7021544897922842,False,True
HCP001018,3993901321,78750095906,BF6419736,RONNIE,M,BURNS,,DO,207Q00000X,Family Medicine,WA434939,WA,90126,2018 MEDICAL PLZ,SYNTH CITY 18,WA,5555354050,True,,,6.289758787349542,False,True
HCP001019,9845589214,39243219616,MF7876420,ANNE,C,MYERS,,MD,207RX0202X,Medical Oncology,AZ822462,AZ,90133,2019 MEDICAL PLZ,SYNTH CITY 19,AZ,5551430300,True,,,6.079475272378883,False,True
HCP001020,2411859137,18174903795,AM4758167,JUSTIN,H,PARRISH,,NP,207R00000X,Internal Medicine,CO509985,CO,90140,2020 MEDICAL PLZ,SYNTH CITY 20,CO,5554533390,True,,,2.3221483062107873,False,True
HCP001021,5010927155,96721035026,RR2159497,REBECCA,S,FRENCH,,MD,207RR0500X,Rheumatology,TX470413,TX,90147,2021 MEDICAL PLZ,SYNTH CITY 21,TX,5551449410,True,,,9.738092512649763,False,True
HCP001022,0019641311,54891254471,PB3266643,SHAWN,D,MURRAY,,DO,207RC0000X,Cardiovascular Disease,FL714264,FL,90154,2022 MEDICAL PLZ,SYNTH CITY 22,FL,5557229863,True,,,2.6501272404153893,False,True
HCP001023,2110224781,63633996567,AF1523829,JULIA,B,CARROLL,,MD,208000000X,Pediatrics,GA742776,GA,90161,2023 MEDICAL PLZ,SYNTH CITY 23,GA,5559123636,True,,,9.39801703142113,False,True
HCP001024,8023922221,25713599850,RM9974668,ELIZABETH,C,HERNANDEZ,,NP,207Q00000X,Family Medicine,NY286480,NY,90168,2024 MEDICAL PLZ,SYNTH CITY 24,NY,5554617179,True,,,2.2496884293360573,False,True
HCP001025,9230397462,28850016106,GG1226991,KRISTIN,R,RODRIGUEZ,,MD,207RX0202X,Medical Oncology,NJ673699,NJ,90175,2025 MEDICAL PLZ,SYNTH CITY 25,NJ,5555000400,True,,,14.5331365485339,False,True
HCP001026,1459767632,59646693331,GG1862160,CHRISTOPHER,L,CASTILLO,,PA,207R00000X,Internal Medicine,MA168778,MA,90182,2026 MEDICAL PLZ,SYNTH CITY 26,MA,5555758176,True,,,0.7268574010730542,False,True
HCP001027,5923055128,36731093837,FM9715228,JUSTIN,M,GIBSON,,PA,207RR0500X,Rheumatology,PA521456,PA,90189,2027 MEDICAL PLZ,SYNTH CITY 27,PA,5555735585,True,,,21.40992794714014,False,True
HCP001028,5954463746,30552047824,RF4648345,EMILY,S,GUZMAN,,DO,207RC0000X,Cardiovascular Disease,IL423931,IL,90196,2028 MEDICAL PLZ,SYNTH CITY 28,IL,5553092203,True,,,0.7188876831341091,False,True
HCP001029,1723828665,85182362036,FM0220624,BRENDA,K,COLON,,MD,208000000X,Pediatrics,OH937790,OH,90203,2029 MEDICAL PLZ,SYNTH CITY 29,OH,5554216637,True,,,11.684531064412202,False,True
HCP001030,2825540281,53372598326,MP0509872,LARRY,E,CARTER,,NP,207Q00000X,Family Medicine,MI308601,MI,90210,2030 MEDICAL PLZ,SYNTH CITY 30,MI,5555271916,True,,,7.089751146066714,False,True
HCP001031,8360282361,17718347523,PB4788319,STEVEN,A,DIAZ,,PA,207RX0202X,Medical Oncology,MN753611,MN,90217,2031 MEDICAL PLZ,SYNTH CITY 31,MN,5555288476,True,,,16.08416583803144,False,True
HCP001032,1609481498,67340203724,GB8710021,BIANCA,B,JOHNSON,,NP,207R00000X,Internal Medicine,CA116736,CA,90224,2032 MEDICAL PLZ,SYNTH CITY 32,CA,5556387884,True,,,14.602840258669804,False,True
HCP001033,4276901624,87854505291,AR1532471,REGINALD,R,WEBER,,DO,207RR0500X,Rheumatology,OR710072,OR,90231,2033 MEDICAL PLZ,SYNTH CITY 33,OR,5559282972,True,,,4.389123465721531,False,True
HCP001034,9182763760,27071218333,MR6151116,LAURA,D,OWENS,,PA,207RC0000X,Cardiovascular Disease,WA338827,WA,90238,2034 MEDICAL PLZ,SYNTH CITY 34,WA,5553764374,True,,,23.241550397395965,False,True
HCP001035,1533844688,31177399625,PG4584156,ASHLEY,J,CUNNINGHAM,,PA,208000000X,Pediatrics,AZ824963,AZ,90245,2035 MEDICAL PLZ,SYNTH CITY 35,AZ,5557394209,True,,,24.645894638029542,False,True
HCP001036,2746796210,84156244284,RA9672024,KIMBERLY,C,GARCIA,,MD,207Q00000X,Family Medicine,CO727852,CO,90252,2036 MEDICAL PLZ,SYNTH CITY 36,CO,5557002475,True,,,4.350261157694698,False,True
HCP001037,1400892406,29127472650,FF5441976,RODNEY,K,JOHNSON,,MD,207RX0202X,Medical Oncology,TX537819,TX,90259,2037 MEDICAL PLZ,SYNTH CITY 37,TX,5553414241,True,,,4.721353483508304,False,True
HCP001038,3919153718,95172247808,RF5346644,MELISSA,D,SIMPSON,,MD,207R00000X,Internal Medicine,FL433884,FL,90266,2038 MEDICAL PLZ,SYNTH CITY 38,FL,5557439773,True,,,24.738179466800982,False,True
HCP001039,9682125742,49181936735,PR1485018,JANET,E,MORENO,,PA,207RR0500X,Rheumatology,GA179614,GA,90273,2039 MEDICAL PLZ,SYNTH CITY 39,GA,5555096005,True,,,19.75011702146759,False,True
HCP001040,1186164020,32787709148,BB0344020,MICHAEL,C,COLLINS,,MD,207RC0000X,Cardiovascular Disease,NY248343,NY,90280,2040 MEDICAL PLZ,SYNTH CITY 40,NY,5555896042,True,,,6.948519569779088,False,True
HCP001041,5531793300,00344757225,AP1995334,STEPHANIE,S,LARSON,JR,PA,208000000X,Pediatrics,NJ147432,NJ,90287,2041 MEDICAL PLZ,SYNTH CITY 41,NJ,5555036412,True,,,2.12164078759868,False,True
HCP001042,4774090847,51863471575,GG5889038,DEANNA,K,JOHNSON,,NP,207Q00000X,Family Medicine,MA516832,MA,91008,2042 MEDICAL PLZ,SYNTH CITY 44,CA,5558987474,True,,2024-03-22,2.042627438292856,False,True
HCP001043,7200010396,18303671367,FP8354633,RYAN,A,STRICKLAND,,DO,207RX0202X,Medical Oncology,PA962258,PA,90301,2043 MEDICAL PLZ,SYNTH CITY 43,PA,5554146757,True,,,1.3621723645674335,False,True
HCP001044,4041753052,71743240646,GR0452637,JOSEPH,D,PIERCE,,PA,207R00000X,Internal Medicine,IL746154,IL,90308,2044 MEDICAL PLZ,SYNTH CITY 44,IL,5558778261,True,,,12.62013711393288,False,True
HCP001045,1539783807,97725573767,RF4778560,JULIE,M,HOWELL,,DO,207RR0500X,Rheumatology,OH210189,OH,90315,2045 MEDICAL PLZ,SYNTH CITY 45,OH,5558006052,True,,,8.68856820075069,False,True
HCP001046,6626933298,87489842187,MA9159258,COURTNEY,S,MITCHELL,,DO,207RC0000X,Cardiovascular Disease,MI815525,MI,90322,2046 MEDICAL PLZ,SYNTH CITY 46,MI,5556203598,True,,,24.5422716623513,False,True
HCP001047,8395964926,31056095081,MM8890333,MARY,R,CARTER,,MD,208000000X,Pediatrics,MN908980,MN,90329,2047 MEDICAL PLZ,SYNTH CITY 47,MN,5557142218,True,,,22.575264502944695,False,True
HCP001048,4599222062,45865127785,BG8189864,REBECCA,L,WARD,,PA,207Q00000X,Family Medicine,CA461512,CA,90336,2048 MEDICAL PLZ,SYNTH CITY 48,CA,5555526404,True,,,29.9325257588292,True,True
HCP001049,6179821304,59647379954,FG9862321,PETER,B,PERRY,,MD,207RX0202X,Medical Oncology,OR261179,OR,90343,2049 MEDICAL PLZ,SYNTH CITY 49,OR,5557188270,True,,,7.674143384811793,False,True
HCP001050,7044514736,91849771578,FG1440961,JULIA,P,AGUIRRE,,PA,207R00000X,Internal Medicine,WA939643,WA,90350,2050 MEDICAL PLZ,SYNTH CITY 0,WA,5554637316,True,,,4.3614831956088445,False,True
HCP001051,7704338384,96841595447,FP9797803,JAKE,J,MOORE,,DO,207RR0500X,Rheumatology,AZ971002,AZ,90357,2051 MEDICAL PLZ,SYNTH CITY 1,AZ,5557287338,True,,,5.0732091203609935,False,True
HCP001052,9773636367,70996154237,RR2552430,DAVID,S,MCCORMICK,,DO,207RC0000X,Cardiovascular Disease,CO652391,CO,90364,2052 MEDICAL PLZ,SYNTH CITY 2,CO,5557409695,True,,,8.120255531476106,False,True
HCP001053,9496895472,12487883739,BB9262267,BRANDON,R,GUTIERREZ,,MD,208000000X,Pediatrics,TX190050,TX,90371,2053 MEDICAL PLZ,SYNTH CITY 3,TX,5559799498,True,,,3.84879154543722,False,True
HCP001054,0321704369,31457577769,AG8180716,CRYSTAL,M,LEONARD,,PA,207Q00000X,Family Medicine,FL917570,FL,90378,2054 MEDICAL PLZ,SYNTH CITY 4,FL,5552261064,True,,,2.783319683462777,False,True
HCP001055,9511689785,40633094756,GM1940904,JOEL,M,LITTLE,,PA,207RX0202X,Medical Oncology,GA316454,GA,90385,2055 MEDICAL PLZ,SYNTH CITY 5,GA,5557166498,True,,,20.802981955089944,False,True
HCP001056,9287015181,40689770673,RR8858026,MELANIE,B,MAY,,MD,207R00000X,Internal Medicine,NY414288,NY,90392,2056 MEDICAL PLZ,SYNTH CITY 6,NY,5553328201,True,,,3.053875715570733,False,True
HCP001057,7122688964,20859860446,GP0194881,GABRIEL,T,PEREZ,,NP,207RR0500X,Rheumatology,NJ319858,NJ,90399,2057 MEDICAL PLZ,SYNTH CITY 7,NJ,5557796917,True,,,9.468545555254172,False,True
HCP001058,2333594168,86809894804,RB7356837,KIMBERLY,A,HUMPHREY,SR,MD,207RC0000X,Cardiovascular Disease,MA793909,MA,90406,2058 MEDICAL PLZ,SYNTH CITY 8,MA,5551941475,True,,,4.817269952591666,False,True
HCP001059,1856886076,11279148090,BA7445274,RICHARD,R,FERNANDEZ,,NP,208000000X,Pediatrics,PA989260,PA,90413,2059 MEDICAL PLZ,SYNTH CITY 9,PA,5555558961,True,,,1.6737754302463248,False,True
HCP001060,3920607876,01357298207,BB7139669,BETTY,M,RIOS,,NP,207Q00000X,Family Medicine,IL579685,IL,90518,2060 MEDICAL PLZ,SYNTH CITY 24,MA,5554271580,True,,2024-03-16,3.8538185136367997,False,True
HCP001061,9185517254,18003878291,AG4213363,AMANDA,J,RODRIGUEZ,,NP,207RX0202X,Medical Oncology,OH493686,OH,90427,2061 MEDICAL PLZ,SYNTH CITY 11,OH,5551990323,True,,,34.52696334183557,False,True
HCP001062,9170267972,76785960144,PM0459611,JESSICA,C,HALE,,MD,207R00000X,Internal Medicine,MI810505,MI,90434,2062 MEDICAL PLZ,SYNTH CITY 12,MI,5551609860,True,,,2.5294908812674306,False,True
HCP001063,0986534812,02394760668,RM8165156,AMANDA,A,KELLY,,NP,207RR0500X,Rheumatology,MN629860,MN,90441,2063 MEDICAL PLZ,SYNTH CITY 13,MN,5554583296,True,,,15.720106037663697,False,True
HCP001064,2928222043,75118231837,FP4874466,MARGARET,K,PARKER,JR,DO,207RC0000X,Cardiovascular Disease,CA583283,CA,90448,2064 MEDICAL PLZ,SYNTH CITY 14,CA,5551808180,True,,,49.82709259879699,False,True
HCP001065,0735933265,99041090953,RA6733000,JOYCE,S,HUNT,,DO,208000000X,Pediatrics,OR732258,OR,90455,2065 MEDICAL PLZ,SYNTH CITY 15,OR,5554255826,True,,,26.06235602967089,False,True
HCP001066,1560001822,19182349236,MF1796828,DYLAN,A,CRUZ,,PA,207Q00000X,Family Medicine,WA410843,WA,90462,2066 MEDICAL PLZ,SYNTH CITY 16,WA,5552080398,True,,,12.517866416682267,False,True
HCP001067,0640802274,04833439214,AP8884638,NATHAN,N,SIMON,,MD,207RX0202X,Medical Oncology,AZ424451,AZ,90469,2067 MEDICAL PLZ,SYNTH CITY 17,AZ,5553798957,True,,,30.764592137435617,False,True
HCP001068,7073494040,26249677988,FM8515268,BRENDA,E,KRUEGER,,NP,207R00000X,Internal Medicine,CO584675,CO,90476,2068 MEDICAL PLZ,SYNTH CITY 18,CO,5555040472,True,,,20.656920928910942,False,True
HCP001069,8555055507,75383401142,FP6782683,DIANE,K,CHANDLER,,DO,207RR0500X,Rheumatology,TX232537,TX,90483,2069 MEDICAL PLZ,SYNTH CITY 19,TX,5555201683,True,,,8.405412883938547,False,True
HCP001070,3062467915,63087384424,RA5110277,KAREN,H,WHEELER,,PA,207RC0000X,Cardiovascular Disease,FL983859,FL,90490,2070 MEDICAL PLZ,SYNTH CITY 20,FL,5559294363,True,,,10.046073716096183,False,True
HCP001071,4968226967,42276393455,BF6841854,JAMIE,L,OLSEN,SR,DO,208000000X,Pediatrics,GA946505,GA,90497,2071 MEDICAL PLZ,SYNTH CITY 21,GA,5553707036,True,,,4.312430641893923,False,True
HCP001072,9281140365,06057731824,BA4577884,CHRISTOPHER,C,JOHNS,,DO,207Q00000X,Family Medicine,NY365660,NY,90504,2072 MEDICAL PLZ,SYNTH CITY 22,NY,5551286168,True,,,3.383464094564217,False,True
HCP001073,4174073161,25481836532,FM6660333,MADISON,K,FIGUEROA,,PA,207RX0202X,Medical Oncology,NJ100258,NJ,90511,2073 MEDICAL PLZ,SYNTH CITY 23,NJ,5556360254,True,,,4.925765786087816,False,True
HCP001074,4290612868,26244600025,BR4381130,KATHLEEN,M,MOORE,,DO,207R00000X,Internal Medicine,MA881111,MA,90518,2074 MEDICAL PLZ,SYNTH CITY 24,MA,5551065944,True,,,29.513743936589236,False,True
HCP001075,5962801796,67901955432,FA2917072,MIRANDA,H,TAYLOR,,PA,207RR0500X,Rheumatology,PA700083,PA,90525,2075 MEDICAL PLZ,SYNTH CITY 25,PA,5556022589,True,,,4.282815486652252,False,True
HCP001076,7546617938,47983654690,RF8184947,KAITLIN,J,CLARK,,MD,207RC0000X,Cardiovascular Disease,IL584692,IL,90532,2076 MEDICAL PLZ,SYNTH CITY 26,IL,5555380870,True,,,0.9936568856547041,False,True
HCP001077,6155934519,33929629634,FP4067394,JEFFREY,A,KELLEY,,MD,208000000X,Pediatrics,OH986620,OH,90539,2077 MEDICAL PLZ,SYNTH CITY 27,OH,5557150220,True,,,1.4451085194117108,False,True
HCP001078,3224893016,70474637479,FB9683317,ALLISON,N,BARNES,,DO,207Q00000X,Family Medicine,MI539617,MI,90546,2078 MEDICAL PLZ,SYNTH CITY 28,MI,5555438369,True,,,4.814725357044208,False,True
HCP001079,1879759920,05379323736,FP0335679,DIANE,B,SOLOMON,III,MD,207RX0202X,Medical Oncology,MN472218,MN,90553,2079 MEDICAL PLZ,SYNTH CITY 29,MN,5556331591,True,,,2.9005597112059296,False,True
HCP001080,5962640970,63953613108,GP6224054,HAILEY,S,GONZALEZ,,MD,207R00000X,Internal Medicine,CA917838,CA,90560,2080 MEDICAL PLZ,SYNTH CITY 30,CA,5554769903,True,,,1.1351967833198469,False,True
HCP001081,0227673312,26687331787,GF4214279,WILLIAM,B,ROGERS,,MD,207RR0500X,Rheumatology,OR364532,OR,90567,2081 MEDICAL PLZ,SYNTH CITY 31,OR,5553297483,True,,,28.422833581308808,False,True
HCP001082,7745565904,04015882077,RG0923493,VICTOR,M,RODRIGUEZ,,NP,207RC0000X,Cardiovascular Disease,WA957102,WA,90574,2082 MEDICAL PLZ,SYNTH CITY 32,WA,5556686972,True,,,4.870764541479095,False,True
